season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_age_during_season,is_international,weeks_survived,season_avg_score,season_score_std,season_max_score,season_min_score,score_improvement,total_weeks_participated,consecutive_weeks,week1_avg_score,week2_avg_score,week3_avg_score,week4_avg_score,week5_avg_score,week6_avg_score,week7_avg_score,week8_avg_score,week9_avg_score,week10_avg_score,week11_avg_score,is_Actor_Actress,is_Athlete,is_TV_Personality,is_Singer_Rapper,is_Model,is_Comedian,is_Social_Media_Personality,is_Radio_Personality
2,Drew Lachey,Cheryl Burke,Singer/Rapper,29,0,11.0,9.145825,0.5871389472796866,10.0,8.0,,8,8,8.0,9.0,9.0,9.333333333333334,9.0,10.0,9.166666666666666,9.6666,,,,0,0,0,1,0,0,0,0
2,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,0,1.0,4.333333333333333,,4.333333333333333,4.333333333333333,,1,1,4.333333333333333,,,,,,,,,,,0,0,0,0,0,0,0,0
3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,0,3.0,6.666666666666667,0.8819171036881965,7.333333333333333,5.666666666666667,,3,3,5.666666666666667,7.0,7.333333333333333,,,,,,,,,1,0,0,0,0,0,0,0
3,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,0,4.0,8.083333333333332,0.6871842709362769,9.0,7.333333333333333,,4,4,7.333333333333333,8.0,9.0,8.0,,,,,,,,1,0,0,0,0,0,0,0
3,Monique Coleman,Louis van Amstel,Actor/Actress,25,0,8.0,8.3125,0.9446486707295529,9.0,6.333333333333333,,8,8,6.333333333333333,8.666666666666666,9.0,8.0,9.0,7.666666666666667,9.0,8.833333333333334,,,,1,0,0,0,0,0,0,0
3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,0,11.0,8.62962962962963,1.023263358688548,9.833333333333334,7.0,1.8333333333333348,9,9,7.0,9.666666666666666,7.333333333333333,9.0,8.333333333333334,8.0,9.5,9.0,9.833333333333334,,,1,0,0,0,0,0,0,0
3,Mario Lopez,Karina Smirnoff,Actor/Actress,32,0,11.0,8.955553333333334,1.014907159921172,9.888866666666667,7.0,2.1944333333333335,10,10,8.666666666666666,7.0,7.333333333333333,9.666666666666666,9.0,9.333333333333334,9.333333333333334,9.5,9.833333333333334,9.888866666666667,,1,0,0,0,0,0,0,0
3,Emmitt Smith,Cheryl Burke,Athlete,37,0,11.0,8.588886666666667,1.0852517487081395,9.888866666666667,6.333333333333333,2.4166555555555567,10,10,8.0,8.0,6.333333333333333,8.0,9.0,8.333333333333334,9.5,9.0,9.833333333333334,9.888866666666667,,0,1,0,0,0,0,0,0
3,Shanna Moakler,Jesse DeSoto,Model,31,0,2.0,6.666666666666666,0.9428090415820631,7.333333333333333,6.0,,2,2,6.0,7.333333333333333,,,,,,,,,,0,0,0,0,1,0,0,0
3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,25,0,5.0,8.133333333333335,0.9603240193925292,9.333333333333334,7.333333333333333,,5,5,7.333333333333333,7.666666666666667,7.333333333333333,9.333333333333334,9.0,,,,,,,0,0,0,1,0,0,0,0
3,Sara Evans,Tony Dovolani,Singer/Rapper,35,0,,7.0,1.3123346456686353,8.333333333333334,5.0,,5,5,5.0,7.0,8.333333333333334,6.666666666666667,8.0,,,,,,,0,0,0,1,0,0,0,0
3,Jerry Springer,Kym Johnson,TV Personality,62,1,7.0,6.80952380952381,0.9594972228385661,8.0,5.333333333333333,,7,7,5.333333333333333,6.333333333333333,7.0,7.333333333333333,8.0,6.0,7.666666666666667,,,,,0,0,1,0,0,0,0,0
3,Tucker Carlson,Elena Grinenko,TV Personality,37,0,1.0,4.0,,4.0,4.0,,1,1,4.0,,,,,,,,,,,0,0,1,0,0,0,0,0
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,59,0,7.0,6.357142857142857,0.7602909495991176,7.5,5.333333333333333,,7,7,5.666666666666667,7.0,6.666666666666667,5.333333333333333,6.0,6.333333333333333,7.5,,,,,1,0,0,0,0,0,0,0
4,Ian Ziering,Cheryl Burke,Actor/Actress,42,0,9.0,8.092592592592592,0.8041174903405626,9.666666666666666,7.0,2.2222222222222223,9,9,7.0,7.333333333333333,8.0,8.0,8.0,8.0,9.0,7.833333333333333,9.666666666666666,,,1,0,0,0,0,0,0,0
4,Clyde Drexler,Elena Grinenko,Athlete,44,0,5.0,5.199999999999999,0.6055300708194984,6.0,4.333333333333333,,5,5,5.333333333333333,6.0,5.333333333333333,5.0,4.333333333333333,,,,,,,0,1,0,0,0,0,0,0
4,Laila Ali,Maksim Chmerkoskiy,Athlete,29,0,11.0,8.74444,1.118858766095675,10.0,7.0,1.8333111111111116,10,10,7.666666666666667,9.0,7.0,7.0,9.333333333333334,9.333333333333334,9.833333333333334,8.833333333333334,10.0,9.444400000000002,,0,1,0,0,0,0,0,0
4,Apolo Anton Ohno,Julianne Hough,Athlete,24,0,11.0,8.961106666666666,0.9910567998073796,10.0,7.0,2.0277555555555553,10,10,7.0,8.666666666666666,7.666666666666667,8.666666666666666,10.0,9.333333333333334,9.0,9.666666666666666,9.833333333333334,9.777733333333334,,0,1,0,0,0,0,0,0
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,28,0,3.0,6.666666666666667,0.3333333333333335,7.0,6.333333333333333,,3,3,6.333333333333333,6.666666666666667,7.0,,,,,,,,,0,0,0,0,0,0,0,0
4,Paulina Porizkova,Alec Mazo,Model,41,1,2.0,6.666666666666666,0.4714045207910319,7.0,6.333333333333333,,2,2,6.333333333333333,7.0,,,,,,,,,,0,0,0,0,1,0,0,0
4,Heather Mills,Jonathan Roberts,Model,39,1,6.0,7.388888888888889,0.7722022379508469,8.0,6.0,,6,6,6.0,8.0,8.0,7.666666666666667,7.0,7.666666666666667,,,,,,0,0,0,0,1,0,0,0
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,0,8.0,6.333333333333334,0.9428090415820635,7.0,4.333333333333333,,8,8,4.333333333333333,7.0,7.0,7.0,5.666666666666667,7.0,6.333333333333333,6.333333333333333,,,,0,0,0,1,0,0,0,0
4,Joey Fatone,Kym Johnson,Singer/Rapper,30,0,11.0,8.922216666666667,0.7835712800542949,10.0,8.0,1.777750000000001,10,10,8.0,8.0,8.0,9.333333333333334,8.333333333333334,9.0,9.833333333333334,9.166666666666666,10.0,9.5555,,0,0,0,1,0,0,0,0
4,Leeza Gibbons,Tony Dovolani,TV Personality,50,0,4.0,6.333333333333333,1.4142135623730951,8.0,5.0,,4,4,5.0,7.0,8.0,5.333333333333333,,,,,,,,0,0,1,0,0,0,0,0
5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,1,8.0,8.083333333333334,0.7663560447348133,9.0,7.0,,8,8,7.0,7.0,7.666666666666667,9.0,8.666666666666666,8.333333333333334,8.5,8.5,,,,1,0,0,0,0,0,0,0
5,Jane Seymour,Tony Dovolani,Actor/Actress,56,1,7.0,8.142857142857142,0.7417981870189156,9.0,7.0,,7,7,8.0,7.0,9.0,8.666666666666666,8.666666666666666,7.333333333333333,8.333333333333334,,,,,1,0,0,0,0,0,0,0
5,Sabrina Bryan,Mark Ballas,Actor/Actress,23,0,6.0,9.0,0.5962847939999439,10.0,8.333333333333334,,6,6,8.666666666666666,8.666666666666666,9.0,10.0,9.333333333333334,8.333333333333334,,,,,,1,0,0,0,0,0,0,0
5,Jennie Garth,Derek Hough,Actor/Actress,35,0,9.0,8.425925925925926,0.901815726708218,9.666666666666666,7.0,2.1111111111111116,9,9,7.0,7.0,8.666666666666666,9.0,8.333333333333334,9.0,8.833333333333334,8.333333333333334,9.666666666666666,,,1,0,0,0,0,0,0,0
5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,30,0,4.0,6.916666666666667,0.6871842709362769,7.666666666666667,6.0,,4,4,6.0,7.0,7.0,7.666666666666667,,,,,,,,0,1,0,0,0,0,0,0
5,Josie Maran,Alec Mazo,Model,29,0,1.0,5.333333333333333,,5.333333333333333,5.333333333333333,,1,1,5.333333333333333,,,,,,,,,,,0,0,0,0,1,0,0,0
5,Albert Reed,Anna Trebunskaya,Model,22,0,2.0,7.0,0.0,7.0,7.0,,2,2,7.0,7.0,,,,,,,,,,0,0,0,0,1,0,0,0
5,Helio Castroneves,Julianne Hough,Racing Driver,32,1,11.0,8.88333,0.720294264361174,10.0,7.666666666666667,1.222205555555556,10,10,8.333333333333334,9.0,8.0,9.0,7.666666666666667,9.333333333333334,8.666666666666666,9.5,10.0,9.333300000000001,,0,0,0,0,0,0,0,0
5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,32,1,11.0,9.077773333333333,0.7875030081541605,10.0,7.666666666666667,1.4999777777777776,10,10,8.0,7.666666666666667,9.0,8.666666666666666,9.666666666666666,10.0,9.0,9.333333333333334,10.0,9.4444,,0,0,0,1,0,0,0,0
5,Wayne Newton,Cheryl Burke,Singer/Rapper,65,0,3.0,5.777777777777778,0.6938886664887107,6.333333333333333,5.0,,3,3,6.333333333333333,5.0,6.0,,,,,,,,,0,0,0,1,0,0,0,0
5,Marie Osmond,Jonathan Roberts,Singer/Rapper,47,0,11.0,8.083333333333332,0.7667874301023477,9.333333333333334,7.0,0.6111111111111116,10,10,7.0,8.0,8.666666666666666,8.666666666666666,7.0,7.666666666666667,8.666666666666666,8.166666666666666,9.333333333333334,7.666666666666667,,0,0,0,1,0,0,0,0
5,Mark Cuban,Kym Johnson,TV Personality,49,0,5.0,6.8,0.5055250296034366,7.333333333333333,6.0,,5,5,7.0,6.0,6.666666666666667,7.333333333333333,7.0,,,,,,,0,0,1,0,0,0,0,0
6,Cristian de la Fuente,Cheryl Burke,Actor/Actress,34,1,11.0,8.25,0.9662515072736714,9.5,6.666666666666667,1.666666666666667,10,10,7.0,6.666666666666667,8.333333333333334,8.666666666666666,7.666666666666667,9.0,7.666666666666667,9.5,9.333333333333334,8.666666666666666,,1,0,0,0,0,0,0,0
6,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,49,0,3.0,6.111111111111111,0.8388704928078612,7.0,5.333333333333333,,3,3,6.0,5.333333333333333,7.0,,,,,,,,,1,0,0,0,0,0,0,0
6,Priscilla Presley,Louis van Amstel,Actor/Actress,62,0,5.0,7.6,0.7226494462892931,8.666666666666666,7.0,,5,5,8.0,7.0,8.666666666666666,7.333333333333333,7.0,,,,,,,1,0,0,0,0,0,0,0
6,Marlee Matlin,Fabian Sanchez,Actor/Actress,42,0,6.0,7.444444444444444,0.45542003404264886,8.0,7.0,,6,6,7.333333333333333,8.0,7.0,8.0,7.333333333333333,7.0,,,,,,1,0,0,0,0,0,0,0
6,Shannon Elizabeth,Derek Hough,Actor/Actress,34,0,7.0,8.071428571428571,0.7191632409931471,9.333333333333334,7.0,,7,7,7.0,8.0,8.0,9.333333333333334,7.666666666666667,8.0,8.5,,,,,1,0,0,0,0,0,0,0
6,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,0,9.0,7.740740740740741,1.0378634273483,8.666666666666666,6.0,2.2222222222222223,9,9,6.0,7.0,6.333333333333333,8.0,8.0,8.666666666666666,8.666666666666666,8.333333333333334,8.666666666666666,,,1,0,0,0,0,0,0,0
6,Jason Taylor,Edyta Sliwinska,Athlete,33,0,11.0,8.716666666666667,0.7897882197771534,9.666666666666666,7.333333333333333,1.3333333333333321,10,10,7.333333333333333,9.0,7.666666666666667,9.666666666666666,9.0,8.0,9.166666666666666,8.666666666666666,9.166666666666666,9.5,,0,1,0,0,0,0,0,0
6,Kristi Yamaguchi,Mark Ballas,Athlete,36,0,11.0,9.4,0.4172218523448575,10.0,9.0,0.75,10,10,9.0,9.0,9.0,9.666666666666666,9.666666666666666,10.0,9.0,9.166666666666666,9.5,10.0,,0,1,0,0,0,0,0,0
6,Monica Seles,Jonathan Roberts,Athlete,34,1,2.0,5.0,0.0,5.0,5.0,,2,2,5.0,5.0,,,,,,,,,,0,1,0,0,0,0,0,0
6,Penn Jillette,Kym Johnson,Magician,53,0,2.0,5.5,0.23570226039551626,5.666666666666667,5.333333333333333,,2,2,5.333333333333333,5.666666666666667,,,,,,,,,,0,0,0,0,0,0,0,0
6,Adam Carolla,Julianne Hough,Radio Personality,43,0,4.0,6.166666666666666,0.8388704928078611,7.0,5.0,,4,4,5.0,6.333333333333333,7.0,6.333333333333333,,,,,,,,0,0,0,0,0,0,0,1
6,Mario,Karina Smirnoff,Singer/Rapper,21,0,8.0,8.416666666666668,0.7346308866924531,9.333333333333334,7.0,,8,8,8.0,8.666666666666666,7.0,8.0,9.0,9.333333333333334,8.5,8.833333333333334,,,,0,0,0,1,0,0,0,0
7,Ted McGinley,Inna Brayer,Actor/Actress,50,0,1.0,6.166666666666667,,6.166666666666667,6.166666666666667,,1,1,6.166666666666667,,,,,,,,,,,1,0,0,0,0,0,0,0
7,Cloris Leachman,Corky Ballas,Actor/Actress,82,0,6.0,5.833333333333333,1.0488088481701516,7.333333333333333,5.0,,6,6,5.333333333333333,5.0,5.333333333333333,7.333333333333333,7.0,5.0,,,,,,1,0,0,0,0,0,0,0
7,Susan Lucci,Tony Dovolani,Actor/Actress,61,0,7.0,7.30952380952381,0.6556631603912025,8.0,6.166666666666667,,7,7,6.166666666666667,7.0,7.0,8.0,7.333333333333333,7.666666666666667,8.0,,,,,1,0,0,0,0,0,0,0
7,Cody Linley,Julianne Hough,Actor/Actress,18,0,9.0,7.611111111111111,0.7546154281781182,9.333333333333334,6.833333333333333,0.7222222222222232,9,9,6.833333333333333,7.0,7.0,7.666666666666667,9.333333333333334,7.666666666666667,7.333333333333333,8.0,7.666666666666667,,,1,0,0,0,0,0,0,0
7,Misty May-Treanor,Maksim Chmerkoskiy,Athlete,31,0,,7.0,0.0,7.0,7.0,,2,2,7.0,7.0,,,,,,,,,,0,1,0,0,0,0,0,0
7,Maurice Greene,Cheryl Burke,Athlete,34,0,8.0,7.479166666666667,0.9817279065706968,9.0,6.333333333333333,,8,8,6.5,6.333333333333333,8.0,6.666666666666667,9.0,7.0,8.333333333333334,8.0,,,,0,1,0,0,0,0,0,0
7,Warren Sapp,Kym Johnson,Athlete,35,0,11.0,8.083333333333334,0.7296625298090942,9.166666666666666,7.0,0.833333333333333,10,10,7.166666666666667,8.0,8.333333333333334,7.333333333333333,8.333333333333334,8.333333333333334,7.0,9.0,8.166666666666666,9.166666666666666,,0,1,0,0,0,0,0,0
7,Jeffrey Ross,Edyta Sliwinska,Comedian,43,0,1.0,4.0,,4.0,4.0,,1,1,4.0,,,,,,,,,,,0,0,0,0,0,1,0,0
7,Toni Braxton,Alec Mazo,Singer/Rapper,40,0,5.0,7.4333333333333345,0.14907119849998626,7.666666666666667,7.333333333333333,,5,5,7.5,7.666666666666667,7.333333333333333,7.333333333333333,7.333333333333333,,,,,,,0,0,0,1,0,0,0,0
7,Lance Bass,Lacey Schwimmer,Singer/Rapper,29,0,11.0,8.116666666666667,1.0032355064896186,9.5,6.666666666666667,2.277777777777776,10,10,7.166666666666667,6.666666666666667,7.333333333333333,8.666666666666666,7.0,9.0,8.333333333333334,8.333333333333334,9.5,9.166666666666666,,0,0,0,1,0,0,0,0
7,Kim Kardashian,Mark Ballas,TV Personality,27,0,2.0,5.916666666666667,0.3535533905932738,6.166666666666667,5.666666666666667,,2,2,6.166666666666667,5.666666666666667,,,,,,,,,,0,0,1,0,0,0,0,0
7,Rocco DiSpirito,Karina Smirnoff,TV Personality,41,0,4.0,5.958333333333334,0.5506729889333061,6.666666666666667,5.333333333333333,,4,4,5.833333333333333,5.333333333333333,6.666666666666667,6.0,,,,,,,,0,0,1,0,0,0,0,0
7,Brooke Burke,Derek Hough,TV Personality,37,0,11.0,8.983333333333333,0.7595076377837501,10.0,8.0,0.5833333333333321,10,10,8.166666666666666,8.0,9.333333333333334,8.666666666666666,9.666666666666666,8.666666666666666,10.0,9.166666666666666,8.166666666666666,10.0,,0,0,1,0,0,0,0,0
8,Gilles Marini,Cheryl Burke,Actor/Actress,33,1,11.0,9.227272727272727,0.597553936536868,10.0,8.0,1.0,11,11,8.0,9.0,9.0,10.0,9.666666666666666,8.666666666666666,9.0,9.166666666666666,9.333333333333334,10.0,9.666666666666666,1,0,0,0,0,0,0,0
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,38,0,3.0,6.111111111111111,0.8388704928078612,7.0,5.333333333333333,,3,3,6.0,7.0,5.333333333333333,,,,,,,,,1,0,0,0,0,0,0,0
8,David Alan Grier,Kym Johnson,Actor/Actress,52,0,5.0,6.933333333333333,0.9249624617007738,8.0,5.666666666666667,,5,5,6.333333333333333,5.666666666666667,8.0,7.333333333333333,7.333333333333333,,,,,,,1,0,0,0,0,0,0,0
8,Lawrence Taylor,Edyta Sliwinska,Athlete,50,0,7.0,6.571428571428571,0.6299407883487121,7.333333333333333,5.333333333333333,,7,7,5.333333333333333,6.666666666666667,6.666666666666667,6.333333333333333,6.666666666666667,7.333333333333333,7.0,,,,,0,1,0,0,0,0,0,0
8,Ty Murray,Chelsie Hightower,Athlete,39,0,10.0,7.2666666666666675,1.215130943510428,8.666666666666666,4.666666666666667,1.5000000000000009,10,10,4.666666666666667,6.666666666666667,7.666666666666667,8.333333333333334,7.0,6.0,8.0,8.666666666666666,7.666666666666667,8.0,,0,1,0,0,0,0,0,0
8,Shawn Johnson,Mark Ballas,Athlete,17,0,11.0,8.818181818181817,0.6726999721460174,10.0,7.666666666666667,1.3333333333333321,11,11,7.666666666666667,8.0,9.0,8.333333333333334,8.666666666666666,8.666666666666666,9.333333333333334,8.666666666666666,9.333333333333334,9.333333333333334,10.0,0,1,0,0,0,0,0,0
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,0,4.0,4.333333333333334,0.9813067629253164,5.666666666666667,3.3333333333333335,,4,4,4.333333333333333,5.666666666666667,3.3333333333333335,4.0,,,,,,,,0,0,0,0,0,0,0,0
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,0,2.0,5.833333333333334,0.23570226039551562,6.0,5.666666666666667,,2,2,5.666666666666667,6.0,,,,,,,,,,0,0,0,1,0,0,0,0
8,Chuck Wicks,Julianne Hough,Singer/Rapper,29,0,8.0,7.645833333333334,0.8088670304913367,9.0,6.666666666666667,,8,8,6.666666666666667,6.666666666666667,7.666666666666667,7.333333333333333,7.666666666666667,7.666666666666667,9.0,8.5,,,,0,0,0,1,0,0,0,0
8,Lil' Kim,Derek Hough,Singer/Rapper,34,0,9.0,8.518518518518519,0.7657804862272346,9.333333333333334,7.0,0.9999999999999991,9,9,7.0,7.666666666666667,8.333333333333334,9.0,8.666666666666666,9.333333333333334,8.666666666666666,9.333333333333334,8.666666666666666,,,0,0,0,1,0,0,0,0
8,Steve-O,Lacey Schwimmer,TV Personality,34,1,6.0,5.277777777777778,0.49065338146265813,6.0,4.666666666666667,,6,6,5.666666666666667,4.666666666666667,5.0,5.0,6.0,5.333333333333333,,,,,,0,0,1,0,0,0,0,0
8,Holly Madison,Dmitry Chaplin,TV Personality,30,0,4.0,5.75,0.3191423692521128,6.0,5.333333333333333,,4,4,6.0,6.0,5.666666666666667,5.333333333333333,,,,,,,,0,0,1,0,0,0,0,0
8,Melissa Rycroft,Tony Dovolani,TV Personality,26,0,11.0,8.893939393939394,0.7351217861035272,9.666666666666666,7.666666666666667,0.9444444444444429,11,11,7.666666666666667,8.666666666666666,9.0,9.666666666666666,8.333333333333334,9.0,9.666666666666666,7.666666666666667,9.5,9.166666666666666,9.5,0,0,1,0,0,0,0,0
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,0,1.0,6.3333,,6.3333,6.3333,,1,1,6.3333,,,,,,,,,,,1,0,0,0,0,0,0,0
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,0,3.0,6.666666666666667,0.8819171036881965,7.333333333333333,5.666666666666667,,3,3,7.333333333333333,7.0,5.666666666666667,,,,,,,,,1,0,0,0,0,0,0,0
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,0,6.0,7.6111055555555565,1.1434169066475308,9.333333333333334,6.333333333333333,,6,6,8.0,6.333333333333333,6.333333333333333,9.333333333333334,7.666666666666667,7.9999666666666664,,,,,,1,0,0,0,0,0,0,0
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,0,7.0,8.071419047619047,1.6551080146979713,10.666666666666666,6.0,,7,7,9.6666,7.0,6.0,7.333333333333333,8.666666666666666,10.666666666666666,7.166666666666667,,,,,1,0,0,0,0,0,0,0
9,Chuck Liddell,Anna Trebunskaya,Athlete,39,0,4.0,6.25,0.7876359377087677,7.333333333333333,5.666666666666667,,4,4,7.333333333333333,6.333333333333333,5.666666666666667,5.666666666666667,,,,,,,,0,1,0,0,0,0,0,0
9,Natalie Coughlin,Alec Mazo,Athlete,27,0,5.0,7.999986666666667,0.8498169742819788,8.999933333333333,7.0,,5,5,8.999933333333333,7.0,8.666666666666666,8.0,7.333333333333333,,,,,,,0,1,0,0,0,0,0,0
9,Louie Vito,Chelsie Hightower,Athlete,21,0,6.0,7.1111,1.293840679699183,8.999933333333333,5.333333333333333,,6,6,8.999933333333333,6.333333333333333,6.666666666666667,5.333333333333333,7.333333333333333,8.0,,,,,,0,1,0,0,0,0,0,0
9,Michael Irvin,Anna Demidova,Athlete,43,0,7.0,6.452371428571429,1.1168414933507087,7.833333333333333,4.666666666666667,,7,7,6.333333333333333,6.666666666666667,4.666666666666667,5.333333333333333,7.0,7.333266666666667,7.833333333333333,,,,,0,1,0,0,0,0,0,0
9,Joanna Krupa,Derek Hough,Model,30,1,9.0,9.01851111111111,1.6923809840806463,11.999966666666666,6.666666666666667,0.44445555555555494,9,9,11.3333,6.666666666666667,7.666666666666667,8.666666666666666,8.0,11.999966666666666,9.166666666666666,8.666666666666666,9.0,,,0,0,0,0,1,0,0,0
9,Kathy Ireland,Tony Dovolani,Model,46,0,2.0,6.333316666666667,0.4713809505649922,6.666633333333333,6.0,,2,2,6.666633333333333,6.0,,,,,,,,,,0,0,0,0,1,0,0,0
9,Tom DeLay,Cheryl Burke,Politician,62,0,,5.888877777777778,0.8388550400087897,6.666633333333333,5.0,,3,3,6.666633333333333,6.0,5.0,,,,,,,,,0,0,0,0,0,0,0,0
9,Macy Gray,Jonathan Roberts,Singer/Rapper,42,0,1.0,6.3333,,6.3333,6.3333,,1,1,6.3333,,,,,,,,,,,0,0,0,1,0,0,0,0
9,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,0,8.0,8.604154166666667,1.6901424638870315,10.999933333333333,6.0,,8,8,10.666633333333332,9.0,7.0,6.0,8.0,10.999933333333333,8.833333333333334,8.333333333333334,,,,0,0,0,1,0,0,0,0
9,Mya,Dmitry Chaplin,Singer/Rapper,29,0,11.0,9.477766666666668,0.7914101600822936,11.0,8.166666666666666,0.11108333333333142,10,10,10.3333,9.0,9.0,9.333333333333334,9.0,11.0,8.166666666666666,9.833333333333334,9.666633333333333,9.4444,,0,0,0,1,0,0,0,0
9,Donny Osmond,Kym Johnson,Singer/Rapper,51,0,11.0,8.822206666666668,1.0517335095034033,10.3333,7.0,0.49996666666666734,10,10,9.999966666666666,8.333333333333334,7.0,8.0,9.666666666666666,10.3333,8.666666666666666,8.333333333333334,8.2222,9.6666,,0,0,0,1,0,0,0,0
9,Kelly Osbourne,Louis van Amstel,TV Personality,24,1,11.0,8.157386666666666,1.1194708974211163,10.333266666666667,6.333333333333333,0.7592444444444455,10,10,10.333266666666667,6.333333333333333,6.666666666666667,7.666666666666667,8.0,8.333266666666667,8.666666666666666,8.5,8.6666,8.4074,,0,0,1,0,0,0,0,0
10,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,1,4.0,5.875,0.7622457074451247,6.666666666666667,5.0,,4,4,5.0,6.333333333333333,6.666666666666667,5.5,,,,,,,,1,0,0,0,0,0,0,0
